Route_name,Route_link,Bus_name,Bus_type,Start_time,Total_duration,End_time,Ratings,Price,Seats_Available
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 2851,Super Fast Non AC Seater (2+3),21:48:00,09h 15m,07:03:00,3.8,688.0,4
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:10:00,09h 10m,07:20:00,4.0,832.0,1
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 2904,Super Fast Non AC Seater (2+3),22:17:00,09h 15m,07:32:00,3.8,688.0,10
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 2846,Super Fast Non AC Seater (2+3),22:51:00,09h 15m,08:06:00,3.8,688.0,6
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 2967,Super Fast Non AC Seater (2+3),22:52:00,09h 15m,08:07:00,3.8,688.0,14
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,MMK Travels,A/C Seater / Sleeper (2+1),22:30:00,09h 00m,07:30:00,4.5,1499.0,3
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,DLT BUS,A/C Sleeper (2+1),22:30:00,09h 00m,07:30:00,4.3,1999.0,5
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tours & Travels,A/C Sleeper (2+1),21:15:00,08h 30m,05:45:00,4.4,1799.0,10
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,AdMMK Travels,A/C Sleeper (2+1),23:00:00,08h 30m,07:30:00,3.6,1699.0,8
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SAAM BUS,VE A/C Sleeper (2+1),21:45:00,09h 00m,06:45:00,4.1,1900.0,16
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,National travels and logistics,A/C Sleeper (2+1),22:45:00,08h 15m,07:00:00,4.3,1690.0,17
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00:00,10h 00m,09:00:00,4.0,999.0,37
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,AdSuraj Holidays,VE A/C Sleeper (2+1),22:30:00,09h 00m,07:30:00,3.7,2400.0,22
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,FAST LINE BUS,A/C Sleeper (2+1),21:15:00,09h 00m,06:15:00,4.5,1259.0,2
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),22:15:00,08h 15m,06:30:00,4.2,1700.0,31
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,VE A/C Sleeper (2+1),22:45:00,08h 45m,07:30:00,4.0,2200.0,27
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),21:45:00,08h 25m,06:10:00,4.0,1699.0,24
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00:00,08h 30m,05:30:00,3.6,1599.0,14
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Sam Tourist,NON AC Seater / Sleeper 2+1,22:05:00,09h 00m,07:05:00,3.5,1299.0,26
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,Non A/C Seater / Sleeper (2+1),18:45:00,10h 30m,05:15:00,3.8,1200.0,1
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,National travels and logistics,NON A/C Sleeper (2+1),22:30:00,07h 45m,06:15:00,3.3,1690.0,17
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:00:00,09h 05m,07:05:00,3.2,1599.0,25
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,Non A/C Seater / Sleeper (2+1),21:00:00,09h 45m,06:45:00,3.0,1300.0,18
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Suraj Holidays,NON AC Seater / Sleeper 2+1,20:30:00,09h 30m,06:00:00,3.2,1500.0,23
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kalpaka Travels,NON A/C Semi Sleeper (2+2),22:00:00,08h 30m,06:30:00,3.5,1000.0,7
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SAAM BUS,A/C Seater / Sleeper (2+1),21:45:00,08h 05m,05:50:00,4.2,1350.0,21
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,DA Transports,A/C Sleeper (2+1),21:45:00,09h 15m,07:00:00,3.4,1499.0,24
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,A/C Seater / Sleeper (2+1),21:45:00,09h 15m,07:00:00,2.9,1550.0,25
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,National travels and logistics,A/C Sleeper (2+1),09:30:00,09h 30m,19:00:00,4.3,1790.0,17
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),22:30:00,08h 15m,06:45:00,4.3,1699.0,28
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,A/C Seater / Sleeper (2+1),22:30:00,08h 00m,06:30:00,2.3,1850.0,28
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Skylite Travels,A/C Sleeper (2+1),22:00:00,08h 30m,06:30:00,3.6,1299.0,21
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:30:00,08h 30m,06:00:00,2.4,1399.0,25
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,PSK Travels,Bharat Benz A/C Sleeper (2+1),03:45:00,06h 45m,10:30:00,1.8,2340.0,1
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),23:45:00,09h 00m,08:45:00,3.4,1709.0,29
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Sam Tourist,A/C Sleeper (2+1),23:00:00,08h 35m,07:35:00,3.0,1999.0,26
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bharathi Travels,A/C Sleeper (2+1),01:15:00,08h 35m,09:50:00,1.9,3400.0,7
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,National travels and logistics,NON A/C Sleeper (2+1),09:30:00,09h 30m,19:00:00,3.7,1790.0,24
Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),22:15:00,07h 55m,06:10:00,0.0,1000.0,40
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 549,Super Express Non AC Seater Air Bus (2+2),00:05:00,07h 45m,07:50:00,2.4,832.0,20
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 96,Swift Deluxe Non AC Air Bus (2+2),00:35:00,07h 00m,07:35:00,3.3,740.0,14
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 1377,AC MULTI AXLE,02:20:00,07h 35m,09:55:00,3.4,1099.0,17
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 368,AC MULTI AXLE,03:05:00,07h 30m,10:35:00,2.0,1099.0,13
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 788,Super Fast Non AC Seater (2+3),07:00:00,08h 20m,15:20:00,4.5,432.0,6
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 2132,Swift Deluxe Non AC Air Bus (2+2),07:30:00,08h 25m,15:55:00,3.5,740.0,12
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 580,Super Express Non AC Seater Air Bus (2+2),08:05:00,08h 15m,16:20:00,3.4,606.0,20
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 53,SWIFT-GARUDA A/C SEATER BUS,08:30:00,08h 00m,16:30:00,4.1,945.0,29
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 579,Super Express Non AC Seater Air Bus (2+2),10:00:00,07h 45m,17:45:00,3.9,606.0,13
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 55,SWIFT-GARUDA A/C SEATER BUS,12:00:00,08h 10m,20:10:00,4.3,945.0,6
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 805,Super Fast Non AC Seater (2+3),13:30:00,08h 35m,22:05:00,3.7,432.0,8
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 578,Super Express Non AC Seater Air Bus (2+2),18:00:00,09h 05m,03:05:00,3.2,663.0,15
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,19:05:00,09h 20m,04:25:00,3.6,1037.0,31
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 1583,Swift Deluxe Non AC Air Bus (2+2),20:00:00,08h 50m,04:50:00,4.0,832.0,3
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 234,Swift Deluxe Non AC Air Bus (2+2),21:00:00,09h 10m,06:10:00,3.9,801.0,3
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 1584,Swift Deluxe Non AC Air Bus (2+2),21:30:00,08h 45m,06:15:00,3.5,832.0,10
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 50,Swift Deluxe Non AC Air Bus (2+2),22:00:00,09h 10m,07:10:00,4.0,832.0,6
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,MMK Travels,A/C Seater / Sleeper (2+1),21:30:00,08h 30m,06:00:00,4.5,1100.0,21
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,DLT BUS,A/C Sleeper (2+1),21:45:00,08h 45m,06:30:00,4.4,1699.0,12
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15:00,09h 30m,21:45:00,4.3,1499.0,28
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,AdSAAM BUS,A/C Seater / Sleeper (2+1),21:15:00,09h 00m,06:15:00,4.5,900.0,14
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,SAAM BUS,VE A/C Sleeper (2+1),20:30:00,09h 45m,06:15:00,4.2,1400.0,24
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,MMK Travels,A/C Sleeper (2+1),21:00:00,08h 30m,05:30:00,4.7,1399.0,15
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,P K Travels,A/C Sleeper (2+1),20:00:00,10h 00m,06:00:00,4.2,1500.0,22
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,AdSilver Line Travels,Non A/C Seater / Sleeper (2+1),20:00:00,09h 10m,05:10:00,4.2,950.0,33
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,SKS Tours & Travels,A/C Sleeper (2+1),21:00:00,09h 00m,06:00:00,4.4,1399.0,15
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,FAST LINE BUS,A/C Sleeper (2+1),09:15:00,09h 00m,18:15:00,4.2,539.0,8
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,National travels and logistics,A/C Sleeper (2+1),21:00:00,09h 15m,06:15:00,4.4,1190.0,17
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,Non A/C Seater / Sleeper (2+1),20:30:00,10h 00m,06:30:00,3.9,1200.0,24
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,DA Transports,A/C Sleeper (2+1),21:50:00,08h 55m,06:45:00,3.8,1299.0,24
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,National travels and logistics,NON A/C Sleeper (2+1),20:45:00,09h 30m,06:15:00,3.7,1090.0,22
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,VE A/C Sleeper (2+1),20:15:00,10h 15m,06:30:00,3.8,1500.0,21
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,Non A/C Seater / Sleeper (2+1),19:30:00,09h 00m,04:30:00,3.8,1200.0,21
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Suraj Holidays,VE A/C Sleeper (2+1),22:00:00,09h 15m,07:15:00,3.4,1280.0,24
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Sam Tourist,NON AC Seater / Sleeper 2+1,21:00:00,09h 30m,06:30:00,3.4,799.0,26
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30:00,08h 30m,06:00:00,3.6,1199.0,26
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,A1 Travels,A/C Seater / Sleeper (2+1),22:30:00,08h 00m,06:30:00,3.2,1203.0,26
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),21:10:00,10h 05m,07:15:00,3.3,1190.0,25
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,P K Travels,A/C Seater / Sleeper (2+1),21:45:00,09h 00m,06:45:00,3.8,1200.0,34
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,A1 Travels,Non A/C Seater / Sleeper (2+1),21:45:00,08h 45m,06:30:00,2.8,1000.0,29
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,Non A/C Seater / Sleeper (2+1),22:00:00,08h 00m,06:00:00,3.4,1149.0,27
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Skylite Travels,A/C Sleeper (2+1),22:30:00,09h 00m,07:30:00,4.6,1299.0,22
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,A1 Travels,A/C Seater / Sleeper (2+1),20:00:00,09h 30m,05:30:00,2.5,1300.0,22
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Bharathi Travels,A/C Sleeper (2+1),15:00:00,08h 45m,23:45:00,2.7,2590.0,22
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,P K Travels,Non A/C Seater / Sleeper (2+1),21:00:00,09h 00m,06:00:00,3.9,1000.0,13
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),20:00:00,09h 00m,05:00:00,3.8,899.0,27
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Suraj Holidays,NON AC Seater / Sleeper 2+1,20:15:00,09h 40m,05:55:00,2.4,950.0,26
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,National travels and logistics,A/C Sleeper (2+1),09:30:00,09h 45m,19:15:00,3.6,1790.0,22
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Usha Transport,NON A/C Sleeper (2+1),20:30:00,08h 30m,05:00:00,3.5,1349.0,24
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:45:00,09h 25m,23:10:00,2.7,1700.0,22
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,A1 Travels,A/C Semi Sleeper (2+2),22:30:00,08h 00m,06:30:00,2.4,1500.0,36
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,National travels and logistics,NON A/C Sleeper (2+1),09:00:00,10h 15m,19:15:00,3.0,1490.0,21
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,PSK Travels,Bharat Benz A/C Sleeper (2+1),14:30:00,09h 00m,23:30:00,2.3,1690.0,19
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Sam Tourist,A/C Sleeper (2+1),10:30:00,09h 30m,20:00:00,3.2,699.0,27
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,DA Transports,A/C Sleeper (2+1),22:01:00,09h 44m,07:45:00,3.6,1299.0,27
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,LEGEND HOLIDAYS,Bharat Benz A/C Semi Sleeper (2+2),12:00:00,09h 00m,21:00:00,4.8,2000.0,30
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),13:00:00,09h 35m,22:35:00,3.9,759.0,27
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Sam Tourist,Volvo A/C Seater (2+2),21:30:00,08h 30m,06:00:00,3.2,799.0,34
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,India tours and travels,AC Seater (2+2),09:00:00,09h 00m,18:00:00,2.9,550.0,26
Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kalpaka Travels 1,NON A/C Seater/ Sleeper (2+1),20:15:00,09h 15m,05:30:00,0.0,900.0,33
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 1029,Super Fast Non AC Seater (2+3),00:00:00,05h 35m,05:35:00,3.6,269.0,20
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 3546,Super Express Non AC Seater Air Bus (2+2),00:25:00,04h 40m,05:05:00,3.1,309.0,12
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 698,Super Fast Non AC Seater (2+3),00:45:00,04h 54m,05:39:00,1.4,230.0,1
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2820,Super Fast Non AC Seater (2+3),00:55:00,04h 55m,05:50:00,4.2,269.0,25
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),01:40:00,05h 00m,06:40:00,2.3,401.0,4
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 3196,Swift Deluxe Non AC Air Bus (2+2),01:50:00,04h 30m,06:20:00,3.1,360.0,1
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 1859,Low Floor AC Seater 2+2,04:30:00,05h 44m,10:14:00,3.4,383.0,6
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2495,Low Floor AC Seater 2+2,06:00:00,05h 20m,11:20:00,3.1,383.0,7
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 794,Super Fast Non AC Seater (2+3),06:40:00,05h 50m,12:30:00,4.0,269.0,37
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2710,Super Fast Non AC Seater (2+3),07:20:00,05h 46m,13:06:00,3.1,269.0,50
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 3597,Low Floor AC Seater 2+2,08:00:00,05h 20m,13:20:00,3.1,383.0,12
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 764,Super Fast Non AC Seater (2+3),09:00:00,05h 30m,14:30:00,3.1,269.0,47
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 671,Super Fast Non AC Seater (2+3),09:10:00,04h 51m,14:01:00,2.0,230.0,47
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2571,Super Fast Non AC Seater (2+3),09:30:00,06h 25m,15:55:00,3.1,261.0,42
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 721,Super Fast Non AC Seater (2+3),09:35:00,05h 35m,15:10:00,3.1,269.0,37
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2885,Super Fast Non AC Seater (2+3),09:50:00,05h 11m,15:01:00,3.1,220.0,33
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2567,Super Fast Non AC Seater (2+3),10:05:00,06h 25m,16:30:00,3.1,261.0,43
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 353,Super Fast Non AC Seater (2+3),10:15:00,05h 45m,16:00:00,3.1,269.0,40
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 1255,Super Fast Non AC Seater (2+3),10:35:00,05h 56m,16:31:00,3.1,269.0,46
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 773,Super Fast Non AC Seater (2+3),10:55:00,05h 25m,16:20:00,3.1,269.0,43
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 1927,Low Floor AC Seater 2+2,12:30:00,05h 49m,18:19:00,3.1,383.0,4
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2496,Low Floor AC Seater 2+2,13:30:00,05h 19m,18:49:00,3.1,383.0,12
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 596,Super Express Non AC Seater Air Bus (2+2),13:40:00,05h 00m,18:40:00,3.4,293.0,25
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2718,Super Fast Non AC Seater (2+3),13:50:00,06h 10m,20:00:00,4.5,209.0,42
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 427,Super Fast Non AC Seater (2+3),13:55:00,06h 25m,20:20:00,3.1,269.0,39
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2896,Low Floor AC Seater 2+2,14:00:00,06h 15m,20:15:00,3.3,383.0,18
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 1889,Low Floor AC Seater 2+2,14:30:00,05h 44m,20:14:00,4.2,383.0,13
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2818,Super Fast Non AC Seater (2+3),15:00:00,05h 30m,20:30:00,2.2,269.0,47
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2810,Super Fast Non AC Seater (2+3),15:25:00,05h 40m,21:05:00,2.1,269.0,49
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 720,Super Fast Non AC Seater (2+3),15:40:00,05h 35m,21:15:00,2.8,269.0,44
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2898,Low Floor AC Seater 2+2,16:00:00,06h 15m,22:15:00,3.0,383.0,7
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2874,Super Fast Non AC Seater (2+3),16:20:00,06h 10m,22:30:00,3.7,230.0,40
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 323,Super Fast Non AC Seater (2+3),17:25:00,05h 15m,22:40:00,1.0,269.0,34
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2900,Low Floor AC Seater 2+2,18:00:00,06h 15m,00:15:00,4.3,383.0,21
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 556,Super Express Non AC Seater Air Bus (2+2),18:00:00,04h 50m,22:50:00,1.6,309.0,3
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 1872,Low Floor AC Seater 2+2,18:30:00,05h 14m,23:44:00,3.2,383.0,2
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2453,Low Floor AC Seater 2+2,19:00:00,05h 20m,00:20:00,3.1,383.0,26
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 46,Swift Deluxe Non AC Air Bus (2+2),20:25:00,04h 36m,01:01:00,4.0,309.0,4
Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30:00,05h 14m,01:44:00,3.9,383.0,7
